name,store_id,category,address,tel,options,mapx,mapy,비고
머무를 정 세이로무시,1573322379,일식당,서울 강남구 테헤란로64길 9 107호,0507-1330-8760,,127.0517529,37.504608,
스시이로,1477375915,일식당,서울 강남구 언주로 615 논현아이파크 103동 지하 1층 B120호,0507-1317-5774,,127.0363108,37.5103904,
장정정,1647747553,일식당,서울 강남구 선릉로82길 15 1층,0507-1328-9700,,127.0512635,37.502822,
오무라안,11679379,일식당,서울 강남구 논현로79길 66,02-569-8610,,127.033595,37.4961782,
모구모구돈부리,1067678037,일식당,서울 강남구 영동대로85길 34 대치2차아이파크 1층 101호,010-2529-3072,,127.0607394,37.5066621,
북해도,18335625,일식당,서울 서초구 서초대로 265 대신빌딩,02-532-0933,,127.010645,37.493089,
태평양일식,1498509038,일식당,서울 서초구 서초중앙로24길 18 본관 KM타워 지하 1층,0507-1383-5338,,127.0155336,37.4947512,
고쿠텐 강남역점,1232886749,일식당,서울 강남구 테헤란로4길 32 1층 고쿠텐,070-4647-2022,,127.0302945,37.4962698,
스시도손 현대백화점 무역센터점,1650576095,일식당,서울 강남구 테헤란로 517 10층,02-3467-8610,,127.0599237,37.5083212,
스시한,1496024487,일식당,서울 서초구 서초대로51길 11 2층,0507-1387-3804,,127.0140815,37.4950187,
나나마구로,18364999,일식당,서울 서초구 반포대로28길 65-4 서원빌딩 1층 나나 마구로,0507-1391-5674,,127.0119377,37.4917137,
볼빨간 딱새우 프리미엄,1577187705,일식당,서울 강남구 테헤란로55길 21 1층,070-4699-7383,,127.046968,37.5057826,
스시마카세 역삼점,1491984679,일식당,서울 강남구 논현로94길 7 스시마카세역삼점,0507-1374-0105,,127.0369857,37.5024396,
나이스샤워,1044112634,일식당,서울 강남구 테헤란로10길 25 뜨라네아파트 1층,0507-1335-6008,,127.032939,37.4976119,
용수사,13451140,일식당,서울 강남구 삼성로86길 7 삼성B.D 2F,02-567-1516,,127.057968,37.505801,
감탄성신,1805562801,일식당,서울 강남구 강남대로106길 14 지상1층,02-555-1516,,127.0267044,37.5029522,
스시유 삼성본점,11486499,일식당,서울 강남구 영동대로 407 코니빌딩,010-2781-7871,,127.0644159,37.505669,
파크 하얏트 서울 더 팀버 하우스,13411432,일식당,서울 강남구 테헤란로 606 파크 하얏트 서울 더 팀버 하우스,0507-1414-1398,,127.0641468,37.5086243,
그랜드 인터컨티넨탈 서울 파르나스 하코네,21033823,일식당,서울 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스 1층,02-559-7623,,127.0608921,37.5090365,07/03-11/24 휴무
호미호식 강남본점,1486194226,일식당,서울 강남구 봉은사로4길 36 운현빌딩 1층 2호 호미호식,0507-1365-0422,,127.0268863,37.5025319,
마구로동우니도,1211144139,일식당,서울 강남구 선릉로93길 11 1층,0507-1364-0539,,127.0473664,37.5052106,
진오봉참치,21224998,일식당,"서울 강남구 테헤란로7길 22 지하2층 204호, 205호",0507-1405-5037,,127.0307403,37.5007218,
키친바락,1654443385,일식당,서울 강남구 삼성로84길 23 1층,0507-1489-1239,,127.0594265,37.5057826,
우나기야 교대지파이브점,1083137317,일식당,"서울 서초구 서초중앙로24길 27 1층 144, 145, 146호",0507-1412-4107,,127.0160947,37.495207,
동해수산,1143472024,일식당,서울 서초구 서초대로52길 17 지하1층,0507-1309-5501,,127.0147695,37.4930472,
미나미 서초점,37891352,일식당,서울 서초구 서초대로58길 31-2 1층 미나미,0507-1322-0373,미쉐린 가이드 서울 2024,127.018101,37.4932912,
김씨마구로 프리미어 역삼센터필드점,1921585274,일식당,서울 강남구 테헤란로 231 east동 지하1층,02-6985-7259,,127.0417643,37.5037452,
카사이,1175045399,일식당,서울 서초구 서초대로48길 107 B1,02-598-0988,,127.0127488,37.4882457,
마쯔가제,11843409,일식당,서울 강남구 테헤란로87길 46 호텔오크우드프리미어 3층,02-3466-7733,,127.0580898,37.5109817,
부타이 1막,1144038812,일식당,서울 강남구 테헤란로88길 22,02-544-8422,,127.0600012,37.5061805,
후지,13451874,일식당,서울 강남구 삼성로86길 23 구일빌딩,0507-1493-0321,,127.059295,37.506163,
진수사,11685193,일식당,"서울 강남구 테헤란로37길 13-7 1, 2층 진수사",02-561-3544,,127.0400896,37.5028154,
와려,1249521238,일식당,서울 강남구 테헤란로98길 28 2층 2호,0507-1316-2648,,127.0628248,37.5065507,
나이스샤워 선릉점,1104605084,일식당,서울 강남구 선릉로86길 26 지상 2층 202호,0507-1345-2793,,127.0518602,37.5035296,
정통일식 최수사 대게마을,1626190319,일식당,서울 강남구 논현로 429 3층,02-566-2525,,127.0374678,37.499118,
일식 대서양,1502328947,일식당,"서울 서초구 법원로1길 7 1층, 2층",0507-1388-4123,,127.0098915,37.4930413,
삼미미 스시 앤 이자카야,34753394,일식당,서울 강남구 역삼로7길 17 101호,0507-1324-8003,,127.0327162,37.4952544,
아케도 교대본점,1616517646,일식당,서울 서초구 반포대로28길 76-5 1층,0507-1356-6391,,127.0127121,37.491663,
나에코,1115767815,일식당,서울 서초구 서초대로75길 45 1층 (나에코지점),0507-1484-3025,,127.0245677,37.5015085,
후라토식당 역삼점,1726910546,일식당,서울 강남구 테헤란로 152 지하 1층 P9호,0507-1391-2202,,127.0365456,37.5000263,
정우,1462509417,일식당,서울 강남구 영동대로112길 15 지하1층 101호,0507-1467-1527,,127.0612707,37.5152367,
아카사카일식 강남역본점,12011157,일식당,서울 서초구 서초대로74길 23 서초타운트라팰리스 지하1층,0507-1385-1386,,127.0271262,37.4955913,
카츠8 파르나스몰점,1558099783,일식당,서울 강남구 테헤란로 521 파르나스몰 B1,02-3453-8878,,127.0608688,37.509545,
강남모밀무이 강남본점,1794042694,일식당,서울 서초구 사평대로57길 44 강남모밀무이,0507-1324-1433,,127.0227664,37.5062765,
무한장어 역삼점,38486524,"장어,먹장어요리",서울 강남구 선릉로99길 5,02-556-1219,,127.0470764,37.5065032,
남서울민물장어,11723503,"장어,먹장어요리",서울 강남구 봉은사로 137 상원빌딩,02-544-1010,,127.0295924,37.5062323,
맛기행 사계절 역삼점,893316167,"장어,먹장어요리",서울 강남구 논현로 428 정진빌딩,02-565-0663,,127.0383938,37.4985391,
밤장어 선릉점,1254308064,"장어,먹장어요리",서울 강남구 삼성로85길 33 202호 밤장어,0507-1480-0208,,127.0548333,37.5042895,
송강민물장어,12012489,"장어,먹장어요리",서울 강남구 영동대로115길 14,02-545-9432,,127.058658,37.514633,
장어만,1278325586,"장어,먹장어요리",서울 서초구 사임당로 25 궁본빌딩 1층,0507-1333-2989,,127.0128836,37.4879873,
장어스토리,1486075796,"장어,먹장어요리",서울 강남구 언주로93길 28-4 1층,02-565-1040,,127.0397331,37.5035601,
초가마을 역삼점,1292769071,"전,빈대떡",서울 강남구 역삼로 213 1층,0507-1361-7795,,127.0405063,37.4966554,
유가네전사랑,1039084723,"전,빈대떡",서울 강남구 역삼로3길 15 1층,0507-1330-1662,,127.0311802,37.4944897,
강남명전,1754912649,"전,빈대떡",서울 서초구 서초대로75길 36 대청빌딩 2층,0507-1363-3371,,127.0251048,37.5007702,
시골빈대떡파전 선릉본점,18396269,"전,빈대떡",서울 강남구 테헤란로53길 14,02-566-3547,,127.047125,37.5053976,
싸리골빈대떡 본점,38275829,"전,빈대떡",서울 강남구 선릉로86길 24 남양빌딩,0507-1370-9243,,127.051707,37.5034338,
서초 전집,1042293479,"전통,민속주점",서울 서초구 사임당로 105 1층,0507-1422-2925,,127.0211303,37.4904888,
막끌리네 삼성코엑스본점,1749739167,"전통,민속주점",서울 강남구 삼성로104길 17,02-555-8861,,127.0559576,37.511108,
백세주마을 삼성점,11678251,"전통,민속주점",서울 강남구 봉은사로 641 국순당빌딩,0507-1406-7103,,127.065552,37.515379,
대치정육식당,11847175,정육식당,서울 강남구 역삼로 450,02-557-0883,,127.056461,37.502273,
우와해 선릉본점,1568843699,정육식당,서울 강남구 테헤란로69길 8 1층,0507-1367-1692,,127.0527513,37.5064731,
순정한우정육식당 교대점,1742707397,정육식당,서울 서초구 서초대로50길 93 1층,0507-1358-9518,,127.0138983,37.4890459,
신흥정육식당,20601184,정육식당,서울 강남구 역삼로 406,02-555-8157,,127.051688,37.5007,
해봉정육 본점,1288149848,정육식당,서울 강남구 테헤란로108길 25 대동빌딩 1층,0507-1375-9929,,127.0664569,37.5077019,
경성회관,1276854240,정육식당,서울 서초구 서초대로55길 3 1층,02-566-4332,,127.0157138,37.4952572,
동촌 대치점,11887408,조개요리,서울 강남구 삼성로75길 9,02-556-0530,,127.0574375,37.5033667,
조개사냥 역삼점,13392779,조개요리,서울 강남구 언주로108길 12,02-2052-2152,,127.040463,37.508265,
맛짱조개,18836449,조개요리,서울 강남구 언주로136길 10,02-516-4787,,127.0363664,37.5171917,
강릉엄지네꼬막집 삼성역점,1497814417,조개요리,서울 강남구 테헤란로98길 28 성연빌딩 2층 1호,02-6406-3758,,127.0628978,37.5065343,
조개천국,1036609613,조개요리,서울 강남구 선릉로86길 42 3층,02-566-7884,,127.0531898,37.5039212,
강릉엄지네꼬막집 교대점,1817647558,조개요리,서울 서초구 반포대로28길 51 정연빌딩 2층,02-582-8217,,127.0112532,37.4914554,
김기봉관자,32322995,조개요리,서울 서초구 서초중앙로22길 92-4,02-454-7657,,127.0189515,37.4940143,
진짜해산물 역삼점,1381311081,조개요리,서울 강남구 언주로81길 8 1층 2호,0507-1351-3943,,127.0428355,37.5003645,
마시리 벌교참꼬막,33278749,조개요리,서울 강남구 언주로97길 12,02-566-4750,,127.0402618,37.5053757,
영덕집,13574827,조개요리,서울 서초구 법원로2길 7-4,02-594-9944,,127.0115731,37.4941352,
귀한족발 서초구청점,1215149283,"족발,보쌈",서울 서초구 서운로 14 2층,0507-1437-3455,,127.0298538,37.4853897,
구구족 강남논현점,1671872803,"족발,보쌈",서울 강남구 강남대로124길 68 1층 102호,02-545-7858,,127.0271968,37.5109735,
뽕나무쟁이 선릉본점,13468956,"족발,보쌈",서울 강남구 역삼로65길 31,02-558-9279,,127.0520516,37.5032108,
뽕족 강남역본점,1091575912,"족발,보쌈",서울 강남구 테헤란로4길 15 메가시티오피스텔 1층,02-556-9279,,127.0301911,37.4974176,
놀부보쌈&부대찌개 삼성1호점,12078807,"족발,보쌈",서울 강남구 영동대로85길 7 1층,0507-1320-3848,,127.0630906,37.5072041,
바른식시골보쌈&감자옹심이 교대점,1333168920,"족발,보쌈",서울 서초구 서초대로52길 17,02-583-6431,,127.0146988,37.4930803,
더맛있는족발보쌈 교대점,1915134456,"족발,보쌈",서울 서초구 서초대로50길 66 1층,0507-1355-7573,,127.0134543,37.4904071,
영동족발 본점,12917286,"족발,보쌈",서울 서초구 남부순환로358길 8 1층 영동족발 본점,02-571-3939,,127.0380511,37.4845761,
원할머니보쌈족발 논현직영점,38464109,"족발,보쌈","서울 강남구 강남대로120길 9 1층, 2층",02-3445-1975,,127.0242803,37.5071372,
서초보쌈,18367103,"족발,보쌈",서울 서초구 서초대로 341 경복빌딩 1층,02-537-6201,,127.0187415,37.4954487,
더맛있는족발보쌈 선릉본점,1541565368,"족발,보쌈",서울 강남구 삼성로85길 42 105호 1층 더맛있는족발보쌈 선릉본점,0507-1345-7851,,127.0539518,37.5044256,
서리풀식당,1740136440,"족발,보쌈",서울 서초구 서초대로50길 39 1층,0507-1391-6692,,127.01346,37.4915672,
그때그집,32259828,"족발,보쌈",서울 강남구 삼성로82길 5,02-553-4959,,127.0582797,37.5051309,
교대평상집,1011789139,"족발,보쌈",서울 서초구 서초대로50길 24 3층,0507-1325-8188,,127.012829,37.4920975,
족발신선생 선릉점,1104547594,"족발,보쌈",서울 강남구 역삼로63길 24 1층 102호,0507-1428-4646,,127.0519875,37.5027718,
족발보쌈마을 본점,32594023,"족발,보쌈",서울 강남구 테헤란로104길 11 2층,02-567-2772,,127.06523,37.5084364,
영동족발 양재3호점,19867538,"족발,보쌈",서울 서초구 남부순환로 2628-18 1층 영동족발 양재3호점,0507-1426-0250,,127.038352,37.4842477,
슈퍼집,36470412,종합분식,서울 강남구 언주로130길 14 회림빌딩 1층,,,127.0367085,37.5149254,
보슬보슬 역삼본점,1293718759,종합분식,서울 강남구 논현로85길 59 남곡빌딩 1층,02-6014-1245,식약처 인증 위생등급 매우우수 음식점,127.0332676,37.4977095,
꺼벙이분식,166513463,종합분식,"서울 강남구 테헤란로63길 12 103호, 104호",02-3288-1155,,127.0509246,37.505963,
떡본김애,1953888928,종합분식,서울 서초구 서초대로54길 34 1층,02-599-3106,,127.0162341,37.492703,
쭈꾸미랩소디 강남점,1493818151,주꾸미요리,서울 강남구 강남대로98길 12-3 1층 쭈꾸미랩소디,02-564-9453,,127.0278956,37.5005733,
본죽 선릉역점,18411216,죽,서울 강남구 선릉로93길 26,0507-1436-6289,,127.046387,37.504765,
본죽&비빔밥cafe 선릉점,750287693,죽,서울 강남구 선릉로 424 2층,0507-1462-7764,,127.0499844,37.5029347,
본죽&비빔밥cafe 삼성역점,1957832696,죽,서울 강남구 테헤란로88길 10 B109,0507-1495-6288,,127.0594706,37.5068487,
본죽&비빔밥cafe 강남점,12972837,죽,서울 강남구 강남대로94길 21,0507-1313-6234,,127.0290059,37.4996923,
지니전복죽,31510149,죽,서울 강남구 봉은사로30길 59 2층,0507-1329-1064,,127.0366739,37.5037018,
본죽&비빔밥cafe 역삼역점,1421188490,죽,서울 강남구 봉은사로30길 78 2층,0507-1485-6234,,127.0370123,37.5024856,
한뿌리죽 키친 서초점,1794348425,죽,서울 서초구 서초대로 357 서초아르누보호텔 지하1층 B107호,0507-1314-3160,,127.0205002,37.496183,
그랜드 인터컨티넨탈 서울 파르나스 웨이루,37909792,중식당,서울 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스 34층,02-559-7620,,127.0609837,37.5092477,
칭진,18363960,중식당,서울 서초구 반포대로30길 72,02-581-6777,,127.0125221,37.4925419,
니뽕내뽕 선릉점,33798430,중식당,서울 강남구 역삼로63길 21 한티 빌딩,0507-1377-0225,,127.0518565,37.5025497,
호우섬 코엑스점,1222515682,중식당,서울 강남구 영동대로 513 코엑스몰 B1층 110호 호우섬,0507-1428-3797,식약처 인증 위생등급 매우우수 음식점,127.0588656,37.5119293,
연화산,1608800144,중식당,서울 강남구 테헤란로92길 11,02-554-1133,,127.0613457,37.5073002,
뽕사부 교대,37882361,중식당,서울 서초구 서초대로 270 1층 뽕사부,0507-1401-8922,,127.0112554,37.4927021,
마라토끼 삼성점,1190936034,중식당,서울 강남구 삼성로 546 흥국에프엔비빌딩 1층,0507-1473-0682,,127.0551152,37.5103962,
현경 교대점,35964750,중식당,서울 서초구 서초대로51길 20,0507-1361-8535,,127.0142125,37.4958942,
일일향 삼성11호점,1419894723,중식당,서울 강남구 테헤란로83길 20,02-554-9882,,127.05753,37.5087514,
불이아 교대점,1811676221,중식당,서울 서초구 서초대로52길 7 1층,02-586-6689,"농림축산식품부 제공
안심식당",127.0146765,37.4935278,
하이보,37157332,중식당,서울 강남구 영동대로85길 13 대치동송석빌딩,02-501-7681,,127.0626082,37.5070068,
홍등,1649050620,중식당,서울 서초구 서초대로48길 103 1층,02-585-1112,,127.0125334,37.4884163,
불이아 삼성점,1150819537,중식당,서울 강남구 테헤란로87길 55,0507-1404-6692,,127.0572599,37.5111844,
호신각,1878325361,중식당,서울 강남구 테헤란로81길 16 2층,0507-1441-2888,,127.0571701,37.5082149,
화양연화 삼성점,1454404563,중식당,서울 강남구 테헤란로83길 31 지하1층,0507-1349-1387,,127.0569526,37.509399,
니뽕내뽕 코엑스점,37463474,중식당,서울 강남구 영동대로 513 지하1층 H117호,02-6002-5151,식약처 인증 위생등급 매우우수 음식점,127.058593,37.5116566,
남산희래등,13172001,중식당,서울 강남구 역삼로 453 삼익빌딩,02-561-5296,,127.056707,37.502677,
리밍 교대본점,36778150,중식당,서울 서초구 반포대로22길 100 리밍,0507-1468-5996,,127.0135244,37.4912063,
하이디라오 COEX점,1950007630,중식당,서울 강남구 테헤란로87길 58 지하 2층,0507-1396-1429,,127.0575397,37.5120151,
칸지고고 서초본점,11723486,중식당,서울 서초구 서초대로53길 15 정원빌딩,0507-1443-7475,,127.0146834,37.4956095,
시추안하우스 삼성점,13179957,중식당,서울 강남구 테헤란로87길 29 M타워 1층,02-508-1320,,127.0581538,37.5096064,
무탄 코엑스점,1583057180,중식당,서울 강남구 영동대로 513 스타필드 코엑스 B1층 H121호,0507-1397-0364,식약처 인증 위생등급 매우우수 음식점,127.0584982,37.511242,
훠궈야 파르나스몰점,1543092983,중식당,서울 강남구 테헤란로 521 파르나스몰 지하 1층,02-3453-3325,,127.0604996,37.5085454,
스타마라탕 교대점,1497929178,중식당,서울 서초구 서초대로46길 109 지하1층,0507-1351-0812,,127.0140377,37.4901922,
만강홍 교대본점,13151213,중식당,서울 서초구 서초중앙로22길 46 선인빌딩 1층,02-582-2678,,127.0165895,37.4933641,
몽중헌 대치점,1894081090,중식당,서울 강남구 영동대로 325 에스타워 1F,02-565-5757,,127.0654462,37.5035994,
양가식탁,1498297627,중식당,서울 서초구 서초중앙로20길 18 1층,02-522-2584,,127.0151622,37.4922364,
송쉐프 교대점,1614376494,중식당,서울 서초구 반포대로24길 95 1층,02-3471-5688,,127.0140932,37.4890599,
신마라명가 마라탕&마라샹궈 교대점,1055371057,중식당,서울 서초구 서초대로54길 27 2층,0507-1386-1173,,127.0162493,37.4930528,
서래향 삼성대치점,33890804,중식당,서울 강남구 영동대로86길 28 다올빌딩 지하1층,0507-1312-2584,,127.0664715,37.5082546,
카이 강남역점,1965610785,중식당,서울 강남구 테헤란로8길 21 1층,02-563-0999,,127.0321058,37.4975353,
이화원,62687876,중식당,서울 강남구 테헤란로87길 46 호텔오크우드프리미어 3층,02-3466-7799,,127.0581485,37.5108393,
도원스타일 무역센터점,36700248,중식당,서울 강남구 테헤란로 517 현대백화점 무역센터점 10층,0507-1311-8390,,127.0595666,37.5085726,
메이탄 강남점,605076050,중식당,서울 서초구 서초대로73길 54 서초동오피스텔 210호,02-535-6686,,127.0240412,37.501871,
삼성각,18312433,중식당,서울 서초구 서초대로78길 42 현대기림오피텔,02-598-7779,,127.0282327,37.4940826,
호돌이반점,1051178336,중식당,서울 강남구 강남대로94길 91 2층,0507-1397-0146,,127.034614,37.5010132,
빠완,1749145839,중식당,서울 강남구 선릉로86길 34 금아빌딩 2층,0507-1341-8892,,127.0525584,37.5037864,
명가우육면 선릉역점,1117934653,중식당,서울 강남구 선릉로90길 56 1층 106호,0507-1316-4182,,127.0536676,37.5051457,
Chai797 삼성점,1510491261,중식당,서울 강남구 테헤란로87길 35 금강타워 지하1층,0507-1370-7971,,127.0579365,37.5099935,
일일향 논현2호점,36538591,중식당,서울 강남구 봉은사로 167,0507-1489-9182,,127.032276,37.5072184,
js가든 센터필드점,1804495242,중식당,서울 강남구 테헤란로 231 센터필드 이스트(EAST) 1층,02-6985-7227,,127.0416119,37.5035677,
파크루안 역삼점,11712299,중식당,서울 강남구 논현로 430 아세아빌딩 지하 1층,0507-1424-5565,,127.038283,37.49888,
올드상해,1235520676,중식당,서울 서초구 서초대로50길 66 성은빌딩 지하1층,0507-1475-0314,,127.0133936,37.4904575,
중경마라탕 강남2호점,1382405932,중식당,서울 강남구 강남대로78길 27 2층,02-538-5839,,127.0314525,37.4954957,
마유유 마라탕 강남역점,1099956877,중식당,서울 강남구 강남대로94길 27 2층,0507-1378-7825,,127.0294742,37.4998298,
하이난,1222153251,중식당,서울 서초구 서초중앙로24길 12 1층,02-595-2560,,127.0150361,37.4946476,
홍운장,13371770,중식당,서울 강남구 삼성로 341 인애빌딩 1층,02-558-3666,,127.058973,37.50194,
그옛날손짜장,13137512,중식당,서울 강남구 역삼로19길 5 2층,02-562-6747,,127.0367583,37.4956218,
명정루 선릉본점,1542291051,중식당,서울 강남구 테헤란로70길 12 1층,0507-1404-9872,,127.0532503,37.5047832,
따롱이훠궈 강남점,1604806023,중식당,서울 서초구 서초대로73길 9 2층,0507-1444-7850,,127.0252316,37.4983148,
희래등,33626394,중식당,서울 서초구 서초대로62길 13 1층(서초동),0507-1334-8212,,127.0194933,37.4946956,
동보성 강남점,1536716586,중식당,서울 강남구 테헤란로 406 A동 2층,02-587-8000,,127.0498437,37.5044459,
마라청춘마라탕,1730162267,중식당,서울 서초구 반포대로28길 76 2층,0507-1310-3169,,127.0124839,37.4917395,"매달 1, 3, 5번째 일요일 정기 휴무"
모리향,1999173747,중식당,서울 강남구 역삼로 419 1층,0507-1482-1571,,127.0529705,37.5013726,
안사부 역삼점,1757813994,중식당,서울 강남구 논현로94길 3 죽암빌딩 1층 안사부,0507-1365-8662,,127.0367287,37.5023976,
보배반점 강남점,1815603026,중식당,서울 강남구 강남대로94길 19 1층,0507-1367-7818,,127.0288043,37.4996359,
마라차이즈 선릉점,1764629326,중식당,서울 강남구 테헤란로64길 13 지상 1층 104호,0507-1323-8520,,127.0513975,37.5040876,
미슌,1807980245,중식당,서울 서초구 서초대로53길 19 1층,0507-1367-0117,"농림축산식품부 제공
안심식당",127.0145576,37.4959512,
반티엔야오 카오위 강남점,1109024709,중식당,서울 서초구 서초대로73길 12 세계빌딩 1층,0507-1475-6673,,127.0256435,37.4984583,
니뽕내뽕 강남역점,1838873952,중식당,"서울 강남구 강남대로98길 8 2,3층",02-557-5055,,127.027399,37.5005493,
천용,11621343,중식당,서울 강남구 언주로90길 12,0507-1415-0834,,127.0441299,37.502319,
일일향 강남역3호점,37604496,중식당,서울 서초구 서초대로78길 22 홍우빌딩,0507-1351-8133,,127.027513,37.4958085,
무한미니훠궈&마라탕,1182362483,중식당,"서울 강남구 테헤란로1길 28-5 . 지상3층(역삼동, 제이엠빌딩)",0507-1411-9922,,127.02785,37.5003798,
무궁화반점 강남점,1365889228,중식당,서울 강남구 테헤란로1길 10 1층,02-557-5227,,127.0281828,37.4988967,
차슈밍,18400193,중식당,서울 강남구 강남대로94길 21,02-3473-8812,,127.0289394,37.4996727,
딘타이펑 강남점,11845459,중식당,서울 서초구 서초대로73길 12 세계빌딩,0507-1494-2779,,127.0258235,37.4986194,
훠궈나라 강남점,1912721792,중식당,서울 강남구 봉은사로2길 35 2층,02-554-7701,,127.0265765,37.5023778,
하이디라오 서초지점,38314432,중식당,서울 서초구 서초대로77길 54 2층 하이디라오 훠궈,0507-1350-8260,,127.0248509,37.5025793,
마담밍,11707122,중식당,서울 강남구 선릉로86길 5-4 1층,02-567-6992,,127.0502732,37.5035179,
딤딤섬 파르나스몰점,1612703330,중식당,서울 강남구 테헤란로 521 파르나스몰 지하 1층,0507-1478-3999,,127.0606375,37.5086368,
중경마라탕 강남역점,1761717994,중식당,서울 강남구 테헤란로1길 44,0507-1339-5988,,127.0270186,37.5012801,
홍콩반점 교대역점,31044449,중식당,서울 서초구 서초대로54길 32,02-522-9089,,127.0162197,37.4927859,
하우마라탕,1594423995,중식당,서울 강남구 강남대로94길 23 2층,0507-1327-1341,식약처 인증 위생등급 우수 음식점,127.0292507,37.4997698,
양궈푸마라탕 역삼1호점,1546841652,중식당,서울 강남구 논현로94길 21 1층,02-558-6678,,127.038067,37.5028247,
히라이,13052928,중식당,서울 강남구 역삼로63길 24 2층 히라이,0507-1413-4822,,127.051985,37.5028199,
차알 역삼 센터필드점,1856652176,중식당,서울 강남구 테헤란로 231 센터필드 EAST 지하 2층,02-6985-7265,,127.0413566,37.5028813,
초선과여포,13149692,중식당,서울 서초구 서초대로78길 44 2층 201호,02-525-9890,,127.0285054,37.4938971,
차이들 논현점,1174228908,중식당,서울 서초구 신반포로45길 9-18 1층,0507-1308-9298,,127.0185308,37.5109464,
도야짬뽕 역삼직영점,1254124036,중식당,서울 강남구 강남대로94길 87 진남빌딩 2층,0507-1384-0319,,127.034255,37.5009124,
동방미식,1287244420,중식당,서울 강남구 논현로106길 18 1층,02-766-3568,,127.0358607,37.5062872,
아방궁,35553533,중식당,서울 강남구 역삼로1길 18,02-568-0772,,127.0305983,37.4944692,
서래향 선릉점,1696914035,중식당,서울 강남구 선릉로93길 29 지상 1층,02-508-2584,,127.0463975,37.5045281,
만월,1236542296,중식당,서울 강남구 언주로81길 19 1층 만월,02-6396-3120,,127.0421747,37.4999129,
조선 팰리스 더 그레이트 홍연,1453331595,중식당,서울 강남구 테헤란로 231 조선 팰리스 36층,02-727-7620,,127.0414915,37.5032116,
싱카이 역삼점,11674837,중식당,서울 강남구 논현로 508 GS타워 B1,02-2005-1003,,127.037273,37.501948,
취향마라 마라탕 역삼점,1732858025,중식당,서울 강남구 논현로94길 5 1층 취향마라 마라탕,02-553-5578,,127.0368529,37.5024208,
홍보각,1151061731,중식당,서울 강남구 봉은사로 130 노보텔 앰배서더 강남 LL층,0507-1381-6479,,127.0290189,37.5053621,
정통마라탕마포마라회관 선릉점,1062951482,중식당,서울 강남구 선릉로86길 30 2층,0507-1381-6066,,127.0521888,37.5036572,
불이아 역삼점,33575631,중식당,서울 강남구 논현로 514,0507-1473-6692,,127.0365514,37.5025545,
짬뽕지존 역삼점,866190023,중식당,서울 강남구 테헤란로10길 21 세명프라자 B동 205호 짬뽕지존,0507-1433-5161,,127.0328396,37.4981071,
남소관 우육도삭면,1812494362,중식당,서울 강남구 테헤란로1길 19 1층 2층 남소관 우육도삭면,,,127.0275677,37.4996443,
천미미 삼성점,1764168880,중식당,서울 강남구 삼성로 534 1층,0507-1328-5340,,127.0554317,37.5097432,
풍광쟈창차이 중식뷔페,1591661418,중식당,서울 강남구 테헤란로25길 20 . 지하1층 제비103호,0507-1352-5948,,127.0356651,37.5016297,
서병장 교대점,36282951,"찌개,전골",서울 서초구 서초중앙로20길 34-6,0507-1348-9827,"농림축산식품부 제공
안심식당",127.0159058,37.4923125,
청국장서갈비,31887308,"찌개,전골",서울 강남구 선릉로 420,02-561-1019,,127.050365,37.5024716,
골목찌개집,38552907,"찌개,전골",서울 강남구 삼성로95길 35 1층 골목찌개집,0507-1367-3812,,127.0529697,37.5071056,
대독장 교대점,976271794,"찌개,전골",서울 서초구 반포대로30길 69 2층,02-588-0207,,127.0123354,37.4927015,
부대찌개대사관 선릉직영점,1709502620,"찌개,전골",서울 강남구 선릉로86길 24 지상 1층,0507-1363-5980,,127.051677,37.503499,
경아식당 삼성코엑스점,1435982635,"찌개,전골",서울 강남구 테헤란로87길 21 지하1층,0507-1362-1962,,127.0582694,37.5090572,
핫스토리 부대찌개,33575111,"찌개,전골",서울 강남구 테헤란로87길 46 오크우드호텔 지하2층,0507-1391-8088,,127.0580898,37.5109817,
도명골 청국장,1398214763,"찌개,전골",서울 강남구 봉은사로114길 38 101호 도명골 청국장,0507-1457-7015,,127.0654242,37.5126544,
성북동청국장,32548148,"찌개,전골",서울 강남구 봉은사로104길 6 진유빌딩,02-3452-3880,,127.0620102,37.5139539,
오부찌,34796089,"찌개,전골",서울 서초구 서초중앙로22길 45 2층,02-521-2259,,127.0164961,37.4935522,
장독대김치찌개 선릉점,37406363,"찌개,전골",서울 강남구 테헤란로64길 24,02-568-4008,,127.0514668,37.5034112,
시골야채된장,11709266,"찌개,전골",서울 서초구 강남대로69길 11 삼미빌딩 1층,02-3482-7626,,127.0242762,37.5015184,
빨강우산부대찌개,1559151290,"찌개,전골",서울 강남구 테헤란로 313 성지하이츠1 오피스텔 지하1층 107호,0507-1458-1083,식약처 인증 위생등급 매우우수 음식점,127.045287,37.5038082,
미로정,1432837236,"찌개,전골",서울 강남구 테헤란로33길 19 2층,02-566-0016,"중소벤처기업부 인증
백년가게",127.0389805,37.5031119,
대우부대찌개,11723756,"찌개,전골",서울 강남구 테헤란로25길 34,02-552-1663,,127.0351854,37.5027171,
